Survived,Age,Pclass:1,Pclass:2,Pclass:3,Sex:female,Sex:male,Embarked:C,Embarked:Q,Embarked:S,SibSp:0,SibSp:1,SibSp:2,SibSp:3,SibSp:gte4,Parch:0,Parch:1,Parch:2,Parch:gte3,LogFare
0,2.10959105212098,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,-0.533894971952614
0,0.0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,-0.8802332550414627
1,1.8782585497411957,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0.22632935327688183
0,-0.8977314788162151,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.8162958449741207
0,0.0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,-0.8162958449741207
1,-1.9001723224619467,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,-0.37012422006402235
0,0.0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,-0.8177730791609524
1,1.0300393743486536,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,2.4791054173746514
1,-1.2832856494491887,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,-0.8797057343266783
1,-0.9748423129428098,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1.1381242744119733
0,-0.049512303423672875,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0.49079174234966927
0,0.0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0.24552479945703534
0,-0.35795563993005186,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.902456157512856
0,-0.35795563993005186,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.8770972127627564
1,-0.8977314788162151,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,-0.8467601058768927
0,-1.6688398200821624,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0.46120577057532036
1,-2.2086156589683257,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0.11626101310629754
0,1.2613718767284376,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1.47300480617113
0,0.0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,-0.8162958449741207
0,-1.0519531470694046,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0.34803752481544026
0,0.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1.3405306257400547
0,0.0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0.513728435121659
0,-0.35795563993005186,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.7992195737108371
0,0.7215960378422746,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.33062928006346515
1,1.492704379108222,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0.3453243578565345
1,0.10470936482951661,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,-0.7115693219495919
0,0.027598530702921863,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,-0.8797057343266783
0,0.027598530702921863,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0.274693171425726
0,0.33604186720930085,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.33062928006346515
1,0.10470936482951661,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0.35756132622088505
1,-1.4375073177023783,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1.8979773673264646
1,-2.2533399427617504,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,-0.7295022686869582
1,-0.20373397167686236,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.9121285383163317
0,0.10470936482951661,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.813347697075003
0,0.7215960378422746,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-3.057633558590874
0,-0.8977314788162151,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,-0.813347697075003
0,0.7215960378422746,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.33062928006346515
1,0.2589310330827061,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1.0661957260498083
0,-0.2808448058034571,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.8001841415093551
0,0.7215960378422746,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0.274693171425726
0,0.41315270133589554,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.533894971952614
0,-1.823061488335352,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0.5324406686745476
0,0.06615394776621923,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.781461362003806
0,0.0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-3.057633558590874
0,-0.5121773081832414,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,-0.79583329239644
0,0.10470936482951661,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0.7012898641196118
0,1.0300393743486536,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.9824955170354424
0,-1.514618151828973,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0.4183085208915914
1,1.724036881488006,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1.6425489917435265
1,-0.20373397167686236,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.7137913206414161
0,0.6444852037156797,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-3.057633558590874
1,-0.20373397167686236,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,-0.37012422006402235
0,-2.131504824841731,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0.7717876863475427
0,0.0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,-0.9153728899224994
0,0.0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1.1291022001167732
1,-2.2086156589683257,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0.7012898641196118
1,0.0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,-0.8162958449741207
1,-1.1290639811959993,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,-0.2285124924905013
1,-2.221724500769847,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0.02493393364075357
0,0.0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,-0.8797057343266783
0,-0.5121773081832414,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.8040631122385047
0,-0.8977314788162151,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.7533036214695491
1,0.7215960378422746,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1.5227863134410158
0,-0.6663989764364308,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.7137913206414161
0,0.0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.781461362003806
1,0.18182019895611135,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1.1291022001167732
1,0.0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0.4807431204934364
0,-0.7435098105630256,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.79583329239644
0,-1.0519531470694046,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.533894971952614
1,0.027598530702921863,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0.5235984704074331
0,0.3745972842725982,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,-0.9842307401765445
0,-0.9748423129428098,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.7137913206414161
0,0.9529285402220588,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.8401888201395213
0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1.3405306257400547
0,0.41315270133589554,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,-0.7992195737108371
0,-0.1266231375502676,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0.5862434160940153
1,0.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1.5933285574903777
0,-1.9772831565885414,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0.5324406686745476
0,3.4204752322730907,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.813347697075003
0,-1.5917289859555677,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,-0.17689417903005084
1,-1.0519531470694046,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0.7644602382954665
0,1.1071502084752483,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0.34803752481544026
1,-0.8977314788162151,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,-0.6427666413030613
1,1.184261042601843,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2.223881820869732
1,1.6469260473614113,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0.36887521812612184
1,-0.43506647405664656,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0.05119185664537052
0,0.0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,-0.8797057343266783
0,0.875817706095464,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-0.2519034079940626
0,-0.6663989764364308,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,-0.44773465941387824
1,1.4155935449816273,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0.3453243578565345
0,0.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1.3405306257400547
0,-0.43506647405664656,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.33062928006346515
1,0.9529285402220588,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,-0.33062928006346515
1,-0.20373397167686236,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,-0.26914508892576977
0,0.10470936482951661,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1.01521773096922
0,0.0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.6278983971940165
1,-1.9772831565885414,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,-0.4785018178329184
0,-0.2808448058034571,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.7992195737108371
1,1.3384827108550323,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1.0557178498027588
0,0.2589310330827061,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-1.2061634583224412
0,1.3384827108550323,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.6783145003028839
1,-0.1266231375502676,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0.26851174638578285
1,-1.1290639811959993,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,-0.8802332550414627
0,-0.7435098105630256,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.5944159232764578
0,-0.8206206446896203,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.7992195737108371
0,0.0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.7992195737108371
1,2.0324802179943853,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1.5227863134410158
1,-0.35795563993005186,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0.34803752481544026
0,0.2589310330827061,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.7992195737108371
0,-0.5892881423098361,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,-0.5323954926330087
0,-0.1266231375502676,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.533894971952614
0,-0.35795563993005186,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.902456157512856
0,0.7215960378422746,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0.46120577057532036
0,-0.20373397167686236,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.33062928006346515
1,-0.8206206446896203,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0.49079174234966927
0,0.0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0.24552479945703534
1,-0.2808448058034571,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0.49079174234966927
0,0.18182019895611135,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,-0.8162958449741207
